genome	gtdb_taxopath	gtdb_fastani_reference	genbank_assembly
MMP03284651	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp002100145	gtdb:GCF_002100145.1	insdc.gca:GCA_002100145.1
MMP03283895	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Caloranaerobacteraceae;g__Caloranaerobacter;s__Caloranaerobacter sp001316435	gtdb:GCF_001316435.1	insdc.gca:GCA_001316435.1
MMP03280974	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio alginolyticus	gtdb:GCF_000354175.2	insdc.gca:GCA_000834085.1
MMP03280973	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio alginolyticus	gtdb:GCF_000354175.2	insdc.gca:GCA_000834155.1
MMP03280972	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio jasicida	gtdb:GCF_000400365.1	insdc.gca:GCA_000834095.1
MMP03280971	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio jasicida	gtdb:GCF_000400365.1	insdc.gca:GCA_000834075.1
MMP03278135	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Thalassomonas;s__Thalassomonas actiniarum	gtdb:GCF_000948975.1	insdc.gca:GCA_000948975.1
MMP03278134	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Thalassomonas;s__Thalassomonas viridans	gtdb:GCF_000948985.1	insdc.gca:GCA_000948985.1
MMP03274905	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sinaloensis_A	gtdb:GCF_000808535.1	insdc.gca:GCA_000816475.1
MMP03274860	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Ardenticatenales;f__Ardenticatenaceae;g__Ardenticatena;s__Ardenticatena maritima	gtdb:GCF_001306175.1	insdc.gca:GCA_001306175.1
MMP03274361	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_A;s__Thermococcus_A sp001317345	gtdb:GCF_001317345.1	insdc.gca:GCA_001317345.1
MMP03274188	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Gilvimarinus;s__Gilvimarinus agarilyticus	gtdb:GCF_000832015.1	insdc.gca:GCA_000832015.1
MMP03273306	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio vulnificus	gtdb:GCF_002224265.1	insdc.gca:GCA_002891685.1
MMP03273270	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis	gtdb:GCF_000009045.1	insdc.gca:GCA_000819585.1
MMP03269976	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Litorilinea;s__Litorilinea aerophila	gtdb:GCA_002148365.1	insdc.gca:GCA_002148365.1
MMP03267311	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__Desulfuromusa;s__Desulfuromusa sp002049545	gtdb:GCA_002049545.1	insdc.gca:GCA_002049545.1
MMP03267309	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__TCS-49;s__TCS-49 sp002049495	gtdb:GCA_002049495.1	insdc.gca:GCA_002049495.1
MMP03267211	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A zhaodongensis	gtdb:GCA_003293815.1	insdc.gca:GCA_000970615.1
MMP03267160	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_I;s__Enterococcus_I aquimarinus	gtdb:GCF_001885765.1	insdc.gca:GCA_001885765.1
MMP03267152	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus piscium	gtdb:GCF_002441695.1	insdc.gca:GCA_002441695.1
MMP03266125	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Porphyrobacter;s__Porphyrobacter dokdonensis	gtdb:GCF_001677335.1	insdc.gca:GCA_001677335.1
MMP03263895	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas titanicae	gtdb:GCF_000336575.1	insdc.gca:GCA_000830495.1
MMP03263086	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium halotolerans_A	gtdb:GCF_000972145.1	insdc.gca:GCA_000972145.1
MMP03262811	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea agglomerans	gtdb:GCF_001598475.1	insdc.gca:GCA_000814075.1
MMP03256165	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Grimontia;s__Grimontia indica	gtdb:GCF_000333895.2	insdc.gca:GCA_000973155.1
MMP03255752	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas aquamarina	gtdb:GCF_900110265.1	insdc.gca:GCA_000943375.1
MMP03254457	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sinaloensis_A	gtdb:GCF_000808535.1	insdc.gca:GCA_000808535.1
MMP03254456	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sinaloensis_A	gtdb:GCF_000808535.1	insdc.gca:GCA_000808555.1
MMP03254454	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola	gtdb:GCF_000940995.1	insdc.gca:GCA_000808615.1
MMP03254453	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas macleodii	gtdb:GCF_000172635.2	insdc.gca:GCA_000808635.1
MMP03254452	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas macleodii	gtdb:GCF_000172635.2	insdc.gca:GCA_000808595.1
MMP03254451	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas marina	gtdb:GCF_000808575.1	insdc.gca:GCA_000808575.1
MMP03254441	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Halocynthiibacter;s__Halocynthiibacter namhaensis	gtdb:GCF_000812685.1	insdc.gca:GCA_000812685.1
MMP03253105	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Mariniblastus;s__Mariniblastus fucicola	gtdb:GCF_001642875.1	insdc.gca:GCA_001642875.1
MMP03253104	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Roseimaritima;s__Roseimaritima ulvae	gtdb:GCF_001642915.1	insdc.gca:GCA_001642915.1
MMP03253078	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas marina	gtdb:GCF_000238335.2	insdc.gca:GCA_000813065.1
MMP03252601	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rubripirellula;s__Rubripirellula obstinata	gtdb:GCF_001642955.1	insdc.gca:GCA_001642955.1
MMP03252591	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Halocynthiibacter_B;s__Halocynthiibacter_B arcticus	gtdb:GCF_000812665.2	insdc.gca:GCA_000812665.2
MMP03252485	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella indica	gtdb:GCF_002836975.1	insdc.gca:GCA_000813075.1
MMP03252360	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flaviramulus_A;s__Flaviramulus_A ichthyoenteri	gtdb:GCF_000789235.1	insdc.gca:GCA_000789235.1
MMP03246068	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tateyamaria;s__Tateyamaria sp000814025	gtdb:GCF_000814025.1	insdc.gca:GCA_000814025.1
MMP03246067	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Ruegeria sp000814005	gtdb:GCF_000814005.1	insdc.gca:GCA_000814005.1
MMP03246066	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Ruegeria sp000813985	gtdb:GCF_000813985.1	insdc.gca:GCA_000813985.1
MMP03246065	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Leisingera;s__Leisingera sp000813965	gtdb:GCF_000813965.1	insdc.gca:GCA_000813965.1
MMP03246064	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Leisingera;s__Leisingera sp000203975	gtdb:GCF_000203975.2	insdc.gca:GCA_000813925.1
MMP03246063	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Leisingera;s__Leisingera sp000203975	gtdb:GCF_000203975.2	insdc.gca:GCA_000813905.1
MMP03246062	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Leisingera;s__Leisingera sp000203975	gtdb:GCF_000203975.2	insdc.gca:GCA_000813945.1
MMP03246061	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Leisingera;s__Leisingera sp000203975	gtdb:GCF_000203975.2	insdc.gca:GCA_000813885.1
MMP03246060	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Leisingera;s__Leisingera sp000203975	gtdb:GCF_000203975.2	insdc.gca:GCA_000813785.1
MMP03246059	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Leisingera;s__Leisingera sp000813725	gtdb:GCF_000813725.1	insdc.gca:GCA_000813725.1
MMP03246058	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Leisingera;s__Leisingera sp000813745	gtdb:GCF_000813745.1	insdc.gca:GCA_000813745.1
MMP03246002	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Edwardsiella;s__Edwardsiella anguillarum	gtdb:GCF_000264765.2	insdc.gca:GCA_000800725.2
MMP03220400	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Gallibacterium;s__Gallibacterium anatis	gtdb:GCF_000379785.1	insdc.gca:GCA_001678565.1
MMP03220273	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas distincta	gtdb:GCF_000814675.1	insdc.gca:GCA_000814675.1
MMP03220270	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas elyakovii	gtdb:GCF_000814665.1	insdc.gca:GCA_000814665.1
MMP03217285	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Pseudovibrio;s__Pseudovibrio sp900143565	gtdb:GCF_900143565.1	insdc.gca:GCA_001431305.1
MMP03217274	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae		insdc.gca:GCA_000817775.1
MMP03202139	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae		insdc.gca:GCA_000817745.1
MMP03199083	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas hydrothermalis	gtdb:GCF_002442575.1	insdc.gca:GCA_000800185.1
MMP03198753	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tamlana_B;s__Tamlana_B sedimentorum	gtdb:GCF_000943565.1	insdc.gca:GCA_000943565.1
MMP03196739	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanolacinia;s__Methanolacinia paynteri	gtdb:GCF_000784355.1	insdc.gca:GCA_000784355.1
MMP03196613	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tamlana_B;s__Tamlana_B nanhaiensis	gtdb:GCF_000943555.1	insdc.gca:GCA_000943555.1
MMP03177811	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio parahaemolyticus	gtdb:GCF_001558495.2	insdc.gca:GCA_001023125.1
MMP03177400	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Flammeovirgaceae;g__Flammeovirga;s__Flammeovirga sp000812565	gtdb:GCF_000812565.1	insdc.gca:GCA_000812565.1
MMP03177050	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Halobacillaceae_A;g__Pontibacillus_A;s__Pontibacillus_A halophilus	gtdb:GCF_000425205.1	insdc.gca:GCA_000775595.1
MMP03177048	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Halobacillaceae_A;g__Pontibacillus;s__Pontibacillus litoralis	gtdb:GCF_000775615.1	insdc.gca:GCA_000775615.1
MMP03176941	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas distincta	gtdb:GCF_000814675.1	insdc.gca:GCA_000803085.1
MMP03176898	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio renipiscarius	gtdb:GCF_000827885.1	insdc.gca:GCA_000827885.1
MMP03173244	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces albidoflavus	gtdb:GCF_000719955.1	insdc.gca:GCA_000797385.1
MMP03165200	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Defluviitaleaceae;g__Defluviitalea;s__Defluviitalea phaphyphila	gtdb:GCF_001466305.1	insdc.gca:GCA_001466305.1
MMP03165106	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Beggiatoales;f__Beggiatoaceae;g__Thiomargarita		insdc.gca:GCA_000785145.2
MMP03160382	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio vulnificus	gtdb:GCF_002224265.1	insdc.gca:GCA_000788315.1
MMP03160381	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio vulnificus	gtdb:GCF_002224265.1	insdc.gca:GCA_000788325.1
MMP03159268	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Oceanisphaera;s__Oceanisphaera arctica	gtdb:GCF_002936955.1	insdc.gca:GCA_002936955.1
MMP03154506	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Pyrodictiaceae;g__Pyrodictium;s__Pyrodictium occultum	gtdb:GCF_001462395.1	insdc.gca:GCA_001462395.1
MMP03151499	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium psychrophilum	gtdb:GCF_002217405.1	insdc.gca:GCA_003788665.1
MMP03145748	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Roseivirga;s__Roseivirga seohaensis	gtdb:GCF_001592945.1	insdc.gca:GCA_001267955.1
MMP03145050	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Mameliella;s__Mameliella alba	gtdb:GCF_900101505.1	insdc.gca:GCA_000807715.1
MMP03145045	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A cereus_AD	gtdb:GCF_002214725.1	insdc.gca:GCA_000971535.1
MMP03145036	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio campbellii	gtdb:GCF_002163755.1	insdc.gca:GCA_000772655.1
MMP03140421	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella marisflavi	gtdb:GCF_002215585.1	insdc.gca:GCA_000773485.1
MMP03135879	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter kobei	gtdb:GCF_001729765.1	insdc.gca:GCA_001887225.1
MMP03135500	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium psychrophilum	gtdb:GCF_002217405.1	insdc.gca:GCA_003732575.1
MMP03135132	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Dokdonia;s__Dokdonia donghaensis	gtdb:GCF_001653755.1	insdc.gca:GCA_000769435.1
MMP03114893	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus phocae	gtdb:GCF_001302265.1	insdc.gca:GCA_000772915.1
MMP03113154	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio tubiashii_A	gtdb:GCF_000775715.1	insdc.gca:GCA_000775715.1
MMP03113153	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sinaloensis_A	gtdb:GCF_000808535.1	insdc.gca:GCA_000785575.1
MMP03113151	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sinaloensis_A	gtdb:GCF_000808535.1	insdc.gca:GCA_000775725.1
MMP03113094	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Actinotalea;s__Actinotalea bogoriensis	gtdb:GCF_000767165.1	insdc.gca:GCA_000767165.1
MMP03112719	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sinaloensis_A	gtdb:GCF_000808535.1	insdc.gca:GCA_000783325.1
MMP03107816	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium subterraneum	gtdb:GCF_000807925.1	insdc.gca:GCA_000807925.1
MMP03107786	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinomonadaceae;g__Marinomonas;s__Marinomonas sp001625355	gtdb:GCF_001625355.1	insdc.gca:GCA_001625355.1
MMP03107784	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Labrenzia;s__Labrenzia sp001624695	gtdb:GCF_001624695.1	insdc.gca:GCA_001624695.1
MMP03107782	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinomonadaceae;g__Marinomonas;s__Marinomonas sp001624705	gtdb:GCF_001624705.1	insdc.gca:GCA_001624705.1
MMP03107778	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinomonadaceae;g__Marinomonas;s__Marinomonas sp001624705	gtdb:GCF_001624705.1	insdc.gca:GCA_001624595.1
MMP03107533	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Sunxiuqinia;s__Sunxiuqinia dokdonensis	gtdb:GCF_001270965.1	insdc.gca:GCA_001270965.1
MMP03105797	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Flammeovirgaceae;g__Flammeovirga;s__Flammeovirga pacifica	gtdb:GCF_000807855.2	insdc.gca:GCA_000807855.2
MMP03104880	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio cholerae	gtdb:GCF_000621645.1	insdc.gca:GCA_000788695.1
MMP03104878	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio cholerae	gtdb:GCF_000621645.1	insdc.gca:GCA_000788855.1
MMP03103721	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter venetianus	gtdb:GCF_000368585.1	insdc.gca:GCA_001584675.1
MMP03103716	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Persicobacter;s__Persicobacter sp001308105	gtdb:GCF_001308105.1	insdc.gca:GCA_001274635.1
MMP03097562	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Oceanococcaceae;g__Oceanococcus;s__Oceanococcus atlanticus	gtdb:GCF_002088235.1	insdc.gca:GCA_002088235.1
MMP03097527	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Fulvimarina;s__Fulvimarina sp002088275	gtdb:GCF_002088275.1	insdc.gca:GCA_002088275.1
MMP03093204	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__Methylophaga thiooxydans	gtdb:GCF_000156355.1	insdc.gca:GCA_000767155.1
MMP03092747	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio vulnificus	gtdb:GCF_002224265.1	insdc.gca:GCA_000764895.1
MMP03084331	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Roseivirga;s__Roseivirga ehrenbergii	gtdb:GCF_001593005.1	insdc.gca:GCA_001593005.1
MMP03084320	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita;s__Aequorivita vladivostokensis	gtdb:GCF_000952855.1	insdc.gca:GCA_000952855.1
MMP03084318	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium_A;s__Novosphingobium_A sp001625325	gtdb:GCF_001625325.1	insdc.gca:GCA_001625325.1
MMP03084138	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Enterovibrio;s__Enterovibrio norvegicus	gtdb:GCF_900115495.1	insdc.gca:GCA_900115495.1
MMP03083481	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__MedAcidi-G3;s__MedAcidi-G3 sp000817105	gtdb:GCA_000817105.1	insdc.gca:GCA_000817105.1
MMP03083480	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__MedAcidi-G2B;s__MedAcidi-G2B sp000817115	gtdb:GCA_000817115.1	insdc.gca:GCA_000817115.1
MMP03083479	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8592;g__MedAcidi-G2A;s__MedAcidi-G2A sp000817095	gtdb:GCA_000817095.1	insdc.gca:GCA_000817095.1
MMP03083478	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__MedAcidi-G1;s__MedAcidi-G1 sp000817085	gtdb:GCA_000817085.1	insdc.gca:GCA_000817085.1
MMP03082094	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Amorphaceae;g__Acuticoccus;s__Acuticoccus yangtzensis	gtdb:GCF_001927245.1	insdc.gca:GCA_002088295.1
MMP03080615	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Amphritea;s__Amphritea atlantica	gtdb:GCF_900111095.1	insdc.gca:GCA_900111095.1
MMP03080613	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus ratkowskyi	gtdb:GCF_002150505.1	insdc.gca:GCA_003254355.1
MMP03080611	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albidovulum;s__Albidovulum inexpectatum	gtdb:GCF_002927635.1	insdc.gca:GCA_002927635.1
MMP03080610	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Afifellaceae;g__Afifella;s__Afifella marina	gtdb:GCF_900102695.1	insdc.gca:GCA_900102695.1
MMP03080608	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus yeomjeoni	gtdb:GCF_003259505.1	insdc.gca:GCA_003259505.1
